,name,keyword,content,tags,address,address1
0,"더럭초등학교(구, 더럭분교)",문화,초등학교 동창들과 함께한 가을 여행 속 방문한 애월 더럭분교,"['#제주컬러어택', '#더럭분교', '#초등동창가을여행', '#무지개빛우정']",제주특별자치도 제주시 애월읍 하가로 195, 애월읍 
1,"더럭초등학교(구, 더럭분교)",문화,무지개빛 아름다운 더럭초등학교,"['##더럭초등학교', '##더럭분교', '##애월읍']",제주특별자치도 제주시 애월읍 하가로 196, 애월읍 
2,"더럭초등학교(구, 더럭분교)",문화,무지개빛 아름다운 더럭초등학교,"['##더럭초등학교', '##더럭분교', '##무지개학교', '##애월읍']",제주특별자치도 제주시 애월읍 하가로 197, 애월읍 
3,"더럭초등학교(구, 더럭분교)",문화,알록달록 너무 예쁜 초등학교에서 아내와 함께 좋은 추억과 사진을 남겼어요!,"['##5월엔제주', '##더럭분교', '##더럭초등학교']",제주특별자치도 제주시 애월읍 하가로 198, 애월읍 
4,"더럭초등학교(구, 더럭분교)",문화,#제주도 #더럭분교 #연화못 #연꽃마을 정말 뭔가 작은 추억이 자꾸 생각나고 웃음이 나오는 작은 분교 옆에 활짝 핀 연꽃까지!! 마음이 깨끗해지는 제주도의 작은 풍경!,"['#제주도', '#더럭분교', '#연화못', '#연꽃마을']",제주특별자치도 제주시 애월읍 하가로 199, 애월읍 
5,"더럭초등학교(구, 더럭분교)",문화,#겨울 제주 #더럭분교의 추억 #운동장에서 뛰노는 아이들이 부럽다요!!! #오리꽥꽥,"['#겨울', '#더럭분교의', '#운동장에서', '#오리꽥꽥']",제주특별자치도 제주시 애월읍 하가로 200, 애월읍 
6,"더럭초등학교(구, 더럭분교)",문화,친구들과 함께 들러서 예쁜 추억 사진 남겼어요. 근처에 연화못도 있어 함꼐 들르기 좋은 거 같습니다. 실물보다 사진으로 훨씬 더 아름다운 곳! 스냅사진 명소로 유명한 이유가 있었네요^^,[],제주특별자치도 제주시 애월읍 하가로 201, 애월읍 
7,"더럭초등학교(구, 더럭분교)",문화,"#제주도여행 #고딩친구들 #동심으로 #알록달록 #사진찍기좋은곳 #추억한페이지 #기록하기

화려하진 않지만 소박하고 그때 그시절로 돌아간듯한 느낌이라 너무 좋았어요!",[],제주특별자치도 제주시 애월읍 하가로 202, 애월읍 
8,"더럭초등학교(구, 더럭분교)",문화,"아주오래전 가보기는 한곳이다 가끔지나가기도 하지만 어릴적 국민학교 지금의 초등학교는 확연히 분명다르다 내부와 외부 특히 외부에 칠해진 무지개 빛깔 색들이 잔디색과 아주 잘 어울리는 곳이다 또한 내부 시설과 아이들의 미소 가 아주 보기좋았다
우연히 보게된 풍물놀이패라고나 할까 여러장구를 동시에 치는 학생들의 연습공연을 보았는데 아주 수준급 인거 같다",[],제주특별자치도 제주시 애월읍 하가로 203, 애월읍 
9,"더럭초등학교(구, 더럭분교)",문화,"#어릴적 시골에서 다니던 국민학교가 생각난 더럭분교
#이곳에서 공부하는 아이들은 참 공부할맛 나겠다.
#울집 아그들도 여기서 다니면 좋겠다는 생각~~^^","['#어릴적', '#이곳에서', '#울집']",제주특별자치도 제주시 애월읍 하가로 204, 애월읍 
10,"더럭초등학교(구, 더럭분교)",문화,#대학동기 #베스트프렌드 #제주여행 #더럭분교 #하늘도분교도 전부다 #너무이뻤다 #잊을수없는여행 #너무그리운여행 #생각만해도아름다웠던추억에 #미소가,"['#대학동기', '#베스트프렌드', '#제주여행', '#더럭분교', '#하늘도분교도', '#너무이뻤다', '#잊을수없는여행', '#너무그리운여행', '#생각만해도아름다웠던추억에', '#미소가']",제주특별자치도 제주시 애월읍 하가로 205, 애월읍 
11,"더럭초등학교(구, 더럭분교)",문화,"#남자친구랑 처음여행?? 가기전에 여기가자 저기가자 계획은 많이 짯는데.. 역시 여행은ㅡ틀어져야 제맛??
2박3일이ㅜ너무 짧아서?? 다음엔 일주일정도 여행하기로 약속??",['#남자친구랑'],제주특별자치도 제주시 애월읍 하가로 206, 애월읍 
12,"더럭초등학교(구, 더럭분교)",문화,"무지개색깔로 너무 사진 예쁘게 나오는 더럭분교
아이들 수업중엔 들어갈수 없으니 피해가시딜바랍니다^^
풀밭과 하늘까지 너무 예쁩니다
찍었다하면 화보!
여자분들 인생샷찍으러 가보시길 추천드려요^^",[],제주특별자치도 제주시 애월읍 하가로 207, 애월읍 
13,"더럭초등학교(구, 더럭분교)",문화,"#제주가을 #더럭분교


아이들의 아름다운 순수함만큼
학교도 너무 이쁘고 아름다웠어요.
학교 크기는 작지만
아기자기하게 구경하는 재미가있고
알록달록하게 꾸며진 학교는
어느 각도에서 찍어도 인생샷을 찍을 수 있어요.","['#제주가을', '#더럭분교']",제주특별자치도 제주시 애월읍 하가로 208, 애월읍 
14,"더럭초등학교(구, 더럭분교)",문화,"#제주여행공유 #더럭분교
아이들의 아름다운 순수함만큼
학교도 너무 이쁘고 아름다웠어요.
학교 크기는 작지만
아기자기하게 구경하는 재미가있고
알록달록하게 꾸며진 학교는
어느 각도에서 찍어도 인생샷을 만들어주네요.","['#제주여행공유', '#더럭분교']",제주특별자치도 제주시 애월읍 하가로 209, 애월읍 
15,"더럭초등학교(구, 더럭분교)",문화,#더럭분교,['#더럭분교'],제주특별자치도 제주시 애월읍 하가로 210, 애월읍 
16,"더럭초등학교(구, 더럭분교)",문화,#더럭분교 #시원한 제주하늘 #가을여행 #알록달록분교,"['#더럭분교', '#시원한', '#가을여행', '#알록달록분교']",제주특별자치도 제주시 애월읍 하가로 211, 애월읍 
17,"더럭초등학교(구, 더럭분교)",문화,#알록달록한 컬러감으로 없던 #동심도 꽃피워주는 #더럭분교.,"['#알록달록한', '#동심도', '#더럭분교']",제주특별자치도 제주시 애월읍 하가로 212, 애월읍 
18,"더럭초등학교(구, 더럭분교)",문화,#더럭분교,['#더럭분교'],제주특별자치도 제주시 애월읍 하가로 213, 애월읍 
19,"더럭초등학교(구, 더럭분교)",문화,제주섬 하가리 마을에 있는 더럭분교... #제주도 #애월읍 #하가리 #애월초등학교 #더럭분교 #벚꽃나무 #초등학교 #무지개 #색 #빨주노초파남보 #원색 #칼라,"['#제주도', '#애월읍', '#하가리', '#애월초등학교', '#더럭분교', '#벚꽃나무', '#초등학교', '#무지개', '#색', '#빨주노초파남보', '#원색', '#칼라']",제주특별자치도 제주시 애월읍 하가로 214, 애월읍 
20,"더럭초등학교(구, 더럭분교)",문화,"제주 애월 #더럭분교 또 다른 인생사진을 찍은곳!!!
알록달록 색깔들이 사진을 더 빛내준다!!
커플이가도 친구끼리가도 가족끼리가도 너무너무좋은 #더럭분교 추천해요오","['#더럭분교', '#더럭분교']",제주특별자치도 제주시 애월읍 하가로 215, 애월읍 
21,"더럭초등학교(구, 더럭분교)",문화,하가리 더럭분교,[],제주특별자치도 제주시 애월읍 하가로 216, 애월읍 
22,"더럭초등학교(구, 더럭분교)",문화,#몽당 #제주도 #더럭분교 #여행 #제주여행 #스냅,"['#몽당', '#제주도', '#더럭분교', '#여행', '#제주여행', '#스냅']",제주특별자치도 제주시 애월읍 하가로 217, 애월읍 
23,"더럭초등학교(구, 더럭분교)",문화,#더럭분교 #초등학교 #수업중 #알록달록 못들어가서아쉬웠던..,"['#더럭분교', '#초등학교', '#수업중', '#알록달록']",제주특별자치도 제주시 애월읍 하가로 218, 애월읍 
24,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 219, 애월읍 
25,"더럭초등학교(구, 더럭분교)",문화,#제주도#더럭분교#여행#10년지기친구,"['#제주도', '#더럭분교', '#여행', '#10년지기친구']",제주특별자치도 제주시 애월읍 하가로 220, 애월읍 
26,"더럭초등학교(구, 더럭분교)",문화,#제주도 #제주여행 #나홀로여행 #더럭분교 #혼자찍기 #모델인척,"['#제주도', '#제주여행', '#나홀로여행', '#더럭분교', '#혼자찍기', '#모델인척']",제주특별자치도 제주시 애월읍 하가로 221, 애월읍 
27,"더럭초등학교(구, 더럭분교)",문화,#신혼여행 #힐링컨셉,"['#신혼여행', '#힐링컨셉']",제주특별자치도 제주시 애월읍 하가로 222, 애월읍 
28,"더럭초등학교(구, 더럭분교)",문화,"무지개 빛 너무 예쁜 더럭분교
평일엔 수업중이라 안에는 못 들어가요
수업시간 피해 다녀오세요^^",[],제주특별자치도 제주시 애월읍 하가로 223, 애월읍 
29,"더럭초등학교(구, 더럭분교)",문화,#제주 #더럭분교 #합성놀이 #동심가득 #재밌어,"['#제주', '#더럭분교', '#합성놀이', '#동심가득', '#재밌어']",제주특별자치도 제주시 애월읍 하가로 224, 애월읍 
30,"더럭초등학교(구, 더럭분교)",문화,#여름탐라,['#여름탐라'],제주특별자치도 제주시 애월읍 하가로 225, 애월읍 
31,"더럭초등학교(구, 더럭분교)",문화,"아기자기한 색상으로 너무나도 에쁘다고 딸아이가 꼭 가보고 싶다고~ 전에 친구와의 뚜벅이여랭시 할수 없었던 것임으로
기꺼이 응해주었다.
와보니~~ 작은 학교에 무지개빛 학교에 뛰놀며 공부하는 학생들생각하니 부럽기도하였다.
현재 우ㄹ 딸과 아들과 나는 제주 여행중 2017-1-12 서귀포 어딘가에서...",[],제주특별자치도 제주시 애월읍 하가로 226, 애월읍 
32,"더럭초등학교(구, 더럭분교)",문화,#제주 #초등학교 #더럭분교 #뛰노는 #귀여운 #아이들,"['#제주', '#초등학교', '#더럭분교', '#뛰노는', '#귀여운', '#아이들']",제주특별자치도 제주시 애월읍 하가로 227, 애월읍 
33,"더럭초등학교(구, 더럭분교)",문화,#임산부여행 #태교여행 #더럭분교 #알록달록 #사진찍을려고 #비도안오는데 #우산챙겨감,"['#임산부여행', '#태교여행', '#더럭분교', '#알록달록', '#사진찍을려고', '#비도안오는데', '#우산챙겨감']",제주특별자치도 제주시 애월읍 하가로 228, 애월읍 
34,"더럭초등학교(구, 더럭분교)",문화,#제주 #애월 #더럭분교 #알록달록 #비눗방울,"['#제주', '#애월', '#더럭분교', '#알록달록', '#비눗방울']",제주특별자치도 제주시 애월읍 하가로 229, 애월읍 
35,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 230, 애월읍 
36,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 231, 애월읍 
37,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 232, 애월읍 
38,"더럭초등학교(구, 더럭분교)",문화,#제주여행 #남매여행 #더럭분교 #알록달록,"['#제주여행', '#남매여행', '#더럭분교', '#알록달록']",제주특별자치도 제주시 애월읍 하가로 233, 애월읍 
39,"더럭초등학교(구, 더럭분교)",문화,사진찍기 좋았던 더럭분교!,[],제주특별자치도 제주시 애월읍 하가로 234, 애월읍 
40,"더럭초등학교(구, 더럭분교)",문화,"우리#단짝친구 일박이일제쥬여행??
#트윈룩 입구 #더럭분교 찰칵??????
이쁜 #제주#동영상 있는데 업뎃이 안돼서 아쉽당!찡??글도 재미났던 #제주#여행","['#단짝친구', '#트윈룩', '#더럭분교', '#제주', '#동영상', '#제주', '#여행']",제주특별자치도 제주시 애월읍 하가로 235, 애월읍 
41,"더럭초등학교(구, 더럭분교)",문화,#더럭분교 #정자매샷 #알록달록 #즐겁다그램,"['#더럭분교', '#정자매샷', '#알록달록', '#즐겁다그램']",제주특별자치도 제주시 애월읍 하가로 236, 애월읍 
42,"더럭초등학교(구, 더럭분교)",문화,#6월 #제주여행 #따스함 #기분좋음 #행복가득 #더럭분교 #CF촬영지 #알록달록 #예쁨묻어나는 #우리 #신혼스타그램 #럽스타그램 #여행스타그램,"['#6월', '#제주여행', '#따스함', '#기분좋음', '#행복가득', '#더럭분교', '#CF촬영지', '#알록달록', '#예쁨묻어나는', '#우리', '#신혼스타그램', '#럽스타그램', '#여행스타그램']",제주특별자치도 제주시 애월읍 하가로 237, 애월읍 
43,"더럭초등학교(구, 더럭분교)",문화,#동심,['#동심'],제주특별자치도 제주시 애월읍 하가로 238, 애월읍 
44,"더럭초등학교(구, 더럭분교)",문화,#더럭분교,['#더럭분교'],제주특별자치도 제주시 애월읍 하가로 239, 애월읍 
45,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 240, 애월읍 
46,"더럭초등학교(구, 더럭분교)",문화,#셀프웨딩#제주#환상의섬,"['#셀프웨딩', '#제주', '#환상의섬']",제주특별자치도 제주시 애월읍 하가로 241, 애월읍 
47,"더럭초등학교(구, 더럭분교)",문화,"더럭분교 너무 예쁜 학교
하늘도 무지개빛 건물도 너무 예뻐요",[],제주특별자치도 제주시 애월읍 하가로 242, 애월읍 
48,"더럭초등학교(구, 더럭분교)",문화,더럭분교에서 손가락 우정샷!나의 의지인과 함께 ㅋ,[],제주특별자치도 제주시 애월읍 하가로 243, 애월읍 
49,"더럭초등학교(구, 더럭분교)",문화,더럭분교의 아름다운 풍경,[],제주특별자치도 제주시 애월읍 하가로 244, 애월읍 
50,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 245, 애월읍 
51,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 246, 애월읍 
52,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 247, 애월읍 
53,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 248, 애월읍 
54,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 249, 애월읍 
55,"더럭초등학교(구, 더럭분교)",문화,"무지개색이 정말 사랑스러운 더럭분교!
아이들의 알록달록 다양한 꿈을 표현한 것 같아요^^",[],제주특별자치도 제주시 애월읍 하가로 250, 애월읍 
56,"더럭초등학교(구, 더럭분교)",문화,더럭분쿄의 색감이 정말 예쁜 날이었다. 언니는 또 내 전속 사진기사가 되서 열심히 찰칵찰칵!,[],제주특별자치도 제주시 애월읍 하가로 251, 애월읍 
57,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 252, 애월읍 
58,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 253, 애월읍 
59,"더럭초등학교(구, 더럭분교)",문화,내년 봄 태어날 아기와 함께 한 제주여행. 다양한 빛깔로 단장한 더럭분교처럼 우리 아이도 틀에 박히지 않고 열린 마음을 가진 포용력 있는 사람으로 자라면 좋겠어요,[],제주특별자치도 제주시 애월읍 하가로 254, 애월읍 
60,"더럭초등학교(구, 더럭분교)",문화,애기들과의 제주여행이라면 더럭분교 꼭 추천해요^^,[],제주특별자치도 제주시 애월읍 하가로 255, 애월읍 
61,"더럭초등학교(구, 더럭분교)",문화,알록 달록 예쁜 인생샷 건지기에 더할나위 없이 완벽한 더럭분교입니다~ ^^,[],제주특별자치도 제주시 애월읍 하가로 256, 애월읍 
62,"더럭초등학교(구, 더럭분교)",문화,"알록 달록 더럭분교!
예전에 학교 다닐때의 순수한 마음으로
돌아간 듯한 느낌 :)",[],제주특별자치도 제주시 애월읍 하가로 257, 애월읍 
63,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 258, 애월읍 
64,"더럭초등학교(구, 더럭분교)",문화,알록달록 사랑스러운 학교,[],제주특별자치도 제주시 애월읍 하가로 259, 애월읍 
65,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 260, 애월읍 
66,"더럭초등학교(구, 더럭분교)",문화,"2015년의 끝자락과 2016년의 초입새에 제주도에서 이쁜 추억을 쌓고 만나게 된 커플입니다
곧 1주년 기념으로 같은 날짜에 제주도에 다시 여행을 가는데 그때의 추억들에 더 이쁜 추억들을 얹을 생각을 하니
매우 설렙니다",[],제주특별자치도 제주시 애월읍 하가로 261, 애월읍 
67,"더럭초등학교(구, 더럭분교)",문화,친구와 비오는날 더럭분교에서,[],제주특별자치도 제주시 애월읍 하가로 262, 애월읍 
68,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 263, 애월읍 
69,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 264, 애월읍 
70,"더럭초등학교(구, 더럭분교)",문화,,[],제주특별자치도 제주시 애월읍 하가로 265, 애월읍 
71,"더럭초등학교(구, 더럭분교)",문화,예쁜색감에 사진안찍고는 못베기는 곳이죠 초록잔디와 알록달록학교에 파란하늘이면 그저 갖다대는 족족 작품입니다. 뒤에 높은건물이 없기에 가능한거같습니다 우정샷찍기에 이만한곳이 없죠,[],제주특별자치도 제주시 애월읍 하가로 266, 애월읍 
72,"더럭초등학교(구, 더럭분교)",문화,친구와 함께 트윈룩 입고 색감이 아주 좋아요,[],제주특별자치도 제주시 애월읍 하가로 267, 애월읍 
73,"더럭초등학교(구, 더럭분교)",문화,더럭분교! 전에 평일에 가서 불편했던 적이 있어서 이번엔 일부러 일요일에 맞춰 사진 찍고 왔어용~~~,[],제주특별자치도 제주시 애월읍 하가로 268, 애월읍 
74,"더럭초등학교(구, 더럭분교)",문화,햇살마저 너무 좋았던 더럭분교,[],제주특별자치도 제주시 애월읍 하가로 269, 애월읍 
75,"더럭초등학교(구, 더럭분교)",문화,지난여름 더럭분교에서 셀프웨딩촬영을했답니다,[],제주특별자치도 제주시 애월읍 하가로 270, 애월읍 
